movie_name,production_year,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,350k_Movies.budget,350k_Movies.genres,350k_Movies.imdb_id,350k_Movies.original_language,350k_Movies.overview,350k_Movies.popularity,350k_Movies.production_companies,350k_Movies.production_countries,350k_Movies.release_date,350k_Movies.revenue,350k_Movies.runtime,350k_Movies.spoken_languages,350k_Movies.tagline,350k_Movies.vote_average,350k_Movies.vote_count,350k_Movies.actor1_name,350k_Movies.actor1_gender,350k_Movies.actor2_name,350k_Movies.actor2_gender,350k_Movies.actor3_name,350k_Movies.actor3_gender,350k_Movies.actor4_name,350k_Movies.actor4_gender,350k_Movies.actor5_name,350k_Movies.actor5_gender,350k_Movies.director_name,350k_Movies.director_gender,350k_Movies.producer_name,350k_Movies.screeplay_name,350k_Movies.editor_name
Hitman,2007,17500000,39687694,59447877,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95,24000000,Action|Crime|Drama|Thriller,tt0465494,en,"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.",3.564196,Twentieth Century Fox Film Corporation,France,21/11/2007,99965753,89,English,Assassin 47,5.9,895,Timothy Olyphant,2,Dougray Scott,2,Olga Kurylenko,1,Robert Knepper,2,Ulrich Thomsen,2,Xavier Gens,2,Pierre-Ange Le Pogam,Skip Woods,Carlo Rizzo
Death at a Funeral,2007,20000000,8580428,38210000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,91,9000000,Comedy|Drama,tt0795368,en,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,2.349792,Sidney Kimmel Entertainment,United Kingdom,9/2/2007,46,90,English,From director Frank Oz comes the story of a family that puts the F U in funeral.,6.9,450,Matthew Macfadyen,2,Keeley Hawes,1,Andy Nyman,2,Ewen Bremner,2,Daisy Donovan,1,Frank Oz,2,Diana Phillips,Dean Craig,none
Freedom Writers,2007,21000000,36605602,7027007,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,122,21000000,Crime|Drama,tt0463998,en,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school.",2.354634,Double Feature Films,Germany,5/1/2007,41170784,123,English,Their story. Their world. Their future.,7.5,311,Hilary Swank,1,Scott Glenn,2,Imelda Staunton,1,Patrick Dempsey,2,Mario,2,Richard LaGravenese,2,Danny DeVito,Richard LaGravenese,David Moritz
Sin City: A Dame to Kill For,2011,65000000,13757804,25741545,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Action,1,101,65000000,Crime|Thriller,tt0458481,en,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,6.610553,Miramax Films,United States of America,20/08/2014,39407616,102,English,There is no justice without sin.,6.3,1197,Mickey Rourke,2,Jessica Alba,1,Josh Brolin,2,Joseph Gordon-Levitt,2,Rosario Dawson,1,Robert Rodriguez,0,Robert Rodriguez,none,Robert Rodriguez
Bridge to Terabithia,2007,25000000,82234139,55750649,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,94,60000000,Adventure|Drama|Family,tt0398808,en,"Jesse Aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. Together, they create Terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen.",3.27853,Walden Media,United States of America,16/02/2007,137587063,96,English,"Close your eyes, but keep your mind wide open.",7,989,Josh Hutcherson,2,AnnaSophia Robb,1,Robert Patrick,2,Zooey Deschanel,1,Bailee Madison,1,GÃ¡bor CsupÃ³,2,Lauren Levine,Jeff Stockwell,John Gilbert
We Own the Night,2007,28000000,28563179,26744678,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,118,21000000,Drama|Crime|Thriller,tt0498399,en,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,0.913066,Columbia Pictures,United States of America,25/05/2007,54926886,117,English,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,6.5,297,Joaquin Phoenix,2,Eva Mendes,1,Alex Veadov,2,Mark Wahlberg,2,Robert Duvall,2,James Gray,2,Marc Butan,James Gray,John Axelrad
Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,317023851,469534294,PG-13,Historical Fiction,Original Screenplay,Live Action,Adventure,1,123,185000000,Adventure|Action,tt0367882,en,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",4.229369,Lucasfilm,United States of America,21/05/2008,786636033,122,English,The adventure continues . . .,5.7,2318,Harrison Ford,2,Cate Blanchett,1,Shia LaBeouf,2,Ray Winstone,2,Karen Allen,1,Steven Spielberg,2,Frank Marshall,David Koepp,Michael Kahn
TMNT,2007,35000000,54149098,41946920,PG,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Action,0,86,34000000,Adventure|Animation|Comedy|Family,tt0453556,en,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",2.808882,The Weinstein Company,United States of America,23/03/2007,95608995,90,English,,6,320,Chris Evans,2,Sarah Michelle Gellar,1,Mako,2,Kevin Smith,2,Patrick Stewart,2,Kevin Munroe,2,Thomas K. Gray,none,John Damien Ryan
Because I Said So,2007,39000000,42674040,26864793,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102,0,Comedy,tt0490084,en,"In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.",1.543625,Universal Pictures,United States of America,2/2/2007,69485490,102,English,"She's just your normal, overprotective, overbearing, over-the-top mother.",5.8,176,Diane Keaton,1,Mandy Moore,1,Gabriel Macht,2,Tom Everett Scott,2,Lauren Graham,1,Michael Lehmann,2,Paul Brooks,Karen Leigh Hopkins,Paul Seydor
Sunshine,2007,40000000,3688560,28342050,R,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107,50000000,Science Fiction|Thriller,tt0448134,en,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",4.146106,DNA Films,United Kingdom,5/4/2007,32017803,107,English,"If the sun dies, so do we.",6.9,1110,Cillian Murphy,2,Rose Byrne,1,Chris Evans,2,Michelle Yeoh,1,Cliff Curtis,2,Danny Boyle,2,Andrew Macdonald,Alex Garland,Chris Gill
The Reaping,2007,40000000,25126214,37100000,R,Fantasy,Original Screenplay,Live Action,Horror,0,96,40000000,Horror,tt0444682,en,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",1.89075,Village Roadshow Pictures,United States of America,5/4/2007,62771059,99,Español,What Hath God Wrought?,5.5,189,Hilary Swank,1,David Morrissey,2,Idris Elba,2,AnnaSophia Robb,1,Stephen Rea,2,Stephen Hopkins,2,Robert Zemeckis,Carey Hayes,Colby Parker Jr.
Eastern Promises,2007,50000000,17181265,38895823,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,51500000,Thriller|Crime|Mystery,tt0765443,en,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,3.576137,BBC Films,United Kingdom,14/09/2007,55112356,100,English,Every sin leaves a mark.,7.2,786,Naomi Watts,1,Viggo Mortensen,2,Vincent Cassel,2,Armin Mueller-Stahl,2,SinÃ©ad Cusack,1,David Cronenberg,2,Robert Lantos,Steven Knight,Ronald Sanders
Hannibal Rising,2007,50000000,27669725,52913586,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,117,50000000,Crime|Drama|Thriller,tt0367959,en,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",0.704449,Ingenious Film Partners,United Kingdom,6/2/2007,82169884,121,English,It started with revenge.,6,625,Gaspard Ulliel,2,Aaran Thomas,0,Gong Li,1,Dominic West,2,Rhys Ifans,2,Peter Webber,2,Tarak Ben Ammar,Thomas Harris,Valerio Bonelli
Lucky You,2007,55000000,5755286,766543,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,124,0,Drama|Romance,tt0338216,en,A professional poker player whose astounding luck at the table fails to translate into his lonesome love life attempts to win the World Series of Poker while simultaneously earning the affections of a beautiful Las Vegas singer.,2.044006,Village Roadshow Pictures,United States of America,1/5/2007,5761917,124,English,Change your game. Change your life.,5.4,73,Eric Bana,2,Drew Barrymore,1,Robert Duvall,2,Debra Messing,1,Robert Downey Jr.,2,Curtis Hanson,2,Curtis Hanson,Eric Roth,Craig Kitson
300,2007,60000000,210614939,243546996,R,Historical Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Action,0,115,65000000,Action|Adventure|War,tt0416449,en,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",4.555546,Virtual Studios,United States of America,9/12/2006,422610419,117,English,"Spartans, prepare for glory!",7,4676,Gerard Butler,2,Lena Headey,1,Dominic West,2,David Wenham,2,Vincent Regan,2,Zack Snyder,2,Gianni Nunnari,Zack Snyder,William Hoy
Stardust,2007,70000000,38634938,98387307,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,128,70000000,Adventure|Fantasy|Romance|Family,tt0486655,en,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",3.28233,Paramount Pictures,Iceland,9/8/2007,135560026,127,English,This Summer A Star Falls. The Chase Begins.,7.1,1088,Claire Danes,1,Charlie Cox,2,Michelle Pfeiffer,1,Robert De Niro,2,Sienna Miller,1,Matthew Vaughn,2,Lorenzo di Bonaventura,Jane Goldman,Jon Harris
Ocean's Thirteen,2007,85000000,117144465,194600000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,122,85000000,Crime|Thriller,tt0496806,en,"Danny Ocean's team of criminals are back and are composing a plan more personal than ever. When ruthless casino owner Willy Bank double-crosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that him and his team will do anything to bring Willy Bank and everything he's got down. Even if it includes hiring help from one of their own enemies, Terry Benedict.",4.329217,Village Roadshow Pictures,United States of America,7/6/2007,311312624,122,Español,What are the odds of getting even? 13 to one.,6.5,1879,George Clooney,2,Brad Pitt,2,Matt Damon,2,Al Pacino,2,Bernie Mac,2,Steven Soderbergh,2,Jerry Weintraub,Brian Koppelman,Stephen Mirrione
Zodiac,2007,85000000,33080084,50000000,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,158,65000000,Crime|Drama|Mystery|Thriller,tt0443706,en,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",4.833237,Paramount Pictures,United States of America,2/3/2007,84785914,157,English,There's more than one way to lose your life to a killer.,7.3,1830,Jake Gyllenhaal,2,Robert Downey Jr.,2,Mark Ruffalo,2,Anthony Edwards,2,Brian Cox,2,David Fincher,2,Mike Medavoy,James Vanderbilt,Angus Wall
Live Free or Die Hard,2007,110000000,134529403,247758744,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,129,110000000,Action|Thriller,tt0337978,en,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",4.512662,Ingenious Film Partners,United Kingdom,20/06/2007,383531464,128,English,The old school cop is back!,6.4,1964,Bruce Willis,2,Justin Long,2,Timothy Olyphant,2,Cliff Curtis,2,Maggie Q,1,Len Wiseman,2,Michael Fottrell,Mark Bomback,Nicolas De Toth
Ghost Rider,2007,120000000,115802596,113742993,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,110,110000000,Thriller|Action|Fantasy|Horror,tt0259324,en,"In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",3.968939,Columbia Pictures Corporation,United States of America,16/02/2007,228738393,114,English,Hell Is About To Be Unleashed,5.2,1556,Nicolas Cage,2,Eva Mendes,1,Wes Bentley,2,Donal Logue,2,Sam Elliott,2,Mark Steven Johnson,2,Michael De Luca,Mark Steven Johnson,Richard Francis-Bruce
Ratatouille,2007,150000000,206445654,420104041,G,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,110,150000000,Animation|Comedy|Family|Fantasy,tt0382932,en,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",7.249655,Walt Disney Pictures,United States of America,22/06/2007,623722818,111,English,He's dying to become a chef.,7.4,3889,Patton Oswalt,2,Ian Holm,2,Lou Romano,2,Brian Dennehy,2,Peter Sohn,2,Brad Bird,2,Brad Lewis,Brad Bird,Darren T. Holmes
Beowulf,2007,150000000,82195215,112800000,PG-13,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,115,70000000,Adventure|Action|Animation,tt0442933,en,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",3.446492,Paramount Pictures,United States of America,5/11/2007,195735876,115,English,Evil breeds pain.,5.5,781,Ray Winstone,2,Angelina Jolie,1,Anthony Hopkins,2,Robin Wright,1,John Malkovich,2,Robert Zemeckis,2,Jack Rapke,Roger Avary,Jeremiah O'Driscoll
